,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
83457,scCQqfGfHipwVV43opvMJw,"""Papa Murphy's""",Rolling Meadows,"""4664 Cottage Grove Rd""",Madison,WI,53716,43.0843504,-89.2998225,3.5,4,0,Restaurants;Pizza
83514,7Km9UXolK9vEeBDNqTl5DA,"""Quiznos""",,"""4000 International Ln""",Madison,WI,53704,43.136208564499995,-89.3456268311,2.0,4,1,Fast Food;Sandwiches;Restaurants;Delis
83694,5P73h8f_5q-00YIIkUX4WA,"""Bonefish Grill""",,"""7345 Mineral Point Rd""",Madison,WI,53717,43.0601717613,-89.5085259603,3.5,138,1,Bars;Cocktail Bars;Seafood;Restaurants;Nightlife;American (New)
83910,ITieHQ8UwKq74FnqTKnPOQ,"""Pinkus McBride Market""",Capitol,"""301 N Hamilton St""",Madison,WI,53703,43.0791526,-89.3838875,4.0,40,1,Delis;Grocery;Food;Beer;Wine & Spirits;Restaurants
83911,nVw5MK7dBw_JzoH82DCfJw,"""Flavor of India""",Capitol,"""14 W Mifflin St, Ste 102""",Madison,WI,53703,43.075319,-89.386145,4.0,31,0,Pakistani;Restaurants;Indian
83933,QvvcftkmPXdsBMbhGY293w,"""Noodle Express""",Starkweather - Yahar,"""2817 E Washington Ave""",Madison,WI,53704,43.10288679999999,-89.3447941,5.0,3,0,Chinese;Restaurants
84137,Xc3Y8_cWBnMVXvoJmGCh4g,"""La Rocca's Restaurant and Pizzeria""",Willy St,"""940 Williamson St""",Madison,WI,53774,43.0804585,-89.3685384,3.5,13,0,Restaurants;Vegetarian;Italian;Pizza
84655,mEuXIK4Njq37DBLmMlz_0g,"""Subway""",,"""4416 Pflaum Rd, Unit A""",Madison,WI,53716,43.0627666,-89.3074804,2.5,3,1,Restaurants;Sandwiches;Fast Food
84798,8Nu0oc2gCzTG4KA-sHa5lA,"""Milio's Sandwiches""",Junction Ridge,"""306 Junction Rd""",Madison,WI,53717,43.066922998100004,-89.5247035367,4.0,8,1,Restaurants;Sandwiches
84855,9Hn3FW37916i3ED7sLZCQg,"""Badgerland Bar & Grill""",Capitol,"""525 W Johnson St""",Madison,WI,53703,43.0714537,-89.3943638,3.0,24,1,Nightlife;Burgers;American (Traditional);Bars;Restaurants
84942,Twcjx4ofM9GWwXN6LVGSzw,"""Merchant Madison""",Capitol,"""121 S Pinckney St""",Madison,WI,53703,43.0742365,-89.3810119,4.0,445,1,Grocery;Sandwiches;Nightlife;Wine Bars;American (New);Cocktail Bars;Bars;Restaurants;Food;American (Traditional)
85281,S4NHg4GZD35HzzibJAxXDw,"""Myles Teddywedgers""",Capitol,"""101 State St""",Madison,WI,53703,43.074718100000005,-89.38621309999999,4.0,33,0,Restaurants;Food;Breakfast & Brunch;Bakeries;British;Fast Food
85354,YDjpFw_K46BW9Wf9c8izzA,"""Subway""",Regent,"""2216 University Ave""",Madison,WI,53726,43.0727654,-89.4248377,1.5,3,0,Restaurants
85407,GqVYiZNJnuLV7I4u3u3PDw,"""Milio's Subs""",Schenk - Atwood,"""2045 Atwood Ave""",Madison,WI,53704,43.092071399999995,-89.3535202,2.5,3,0,Restaurants;Sandwiches
85715,OBLv8e0RvwqBl0Gkoj-bDA,"""The Melting Pot - Madison""",,"""6816 Odana Rd""",Madison,WI,53719,43.057148,-89.500764,3.0,66,1,Food;Event Planning & Services;Salad;Desserts;Restaurants;Fondue;Venues & Event Spaces
86121,WhUaO6USElivcM-xxlsscA,"""Vasilis' Take Five: Vittles & Vices""",Willy St,"""901 Williamson St""",Madison,WI,53703,43.0794866,-89.3693954,3.5,22,0,American (New);Restaurants;Greek
86153,pTvL6Upfp91J1ryrCZpzgg,"""Jade Garden""",Bay Creek,"""1109 S Park St""",Madison,WI,53715,43.0548686,-89.39684940000001,3.0,51,1,Buffets;Restaurants;Chinese
86334,MuLF5vPE73lGydhv-6xbtA,"""Perkins Restaurant & Bakery""",,"""5237 University Ave""",Madison,WI,53705,43.0783442949,-89.4712896645,3.0,20,0,Food;Bakeries;Restaurants;Burgers;Cafes;American (Traditional);Breakfast & Brunch
86416,cxyDANKI4ptp9VdbgEtCtg,"""CIRC""",Capitol,"""1 W Dayton St""",Madison,WI,53703,43.075612899999996,-89.3865836,3.5,18,1,American (Traditional);Breakfast & Brunch;American (New);Restaurants
86833,HO2knNxcc_8lFtgGxN8q2A,"""Nitty Gritty - Madison""",Capitol,"""223 N Frances St""",Madison,WI,53703,43.0718107,-89.39552090000001,3.0,143,1,American (Traditional);Bars;Nightlife;Restaurants;Burgers
87517,lqtybK6_GjSqhK8U55Mc7w,"""Sa-Bai Thong""",,"""2840 University Ave""",Madison,WI,53705,43.07524660479999,-89.43766667989999,3.5,127,1,Food;Fast Food;Restaurants;Asian Fusion;Event Planning & Services;Thai;Ice Cream & Frozen Yogurt;Caterers
87574,gwKOawUNlVvt-b38LNgpLw,"""Caspian Cafe & Catering""",Capitol,"""610 University Ave""",Madison,WI,53715,43.073447200000004,-89.39629240000001,4.0,4,0,Persian/Iranian;Restaurants
87579,58bwmkEtGJqe7ei5kssczw,"""Nettie's Cafe""",,"""1325 Greenway Cross""",Madison,WI,53713,43.0309979,-89.405433,4.5,4,0,Restaurants;Gluten-Free;Sandwiches;Cafes
87760,EtFtF_FPvqpeTlbj9zFfmA,"""Milio's Sandwiches""",,"""2570 Rimrock Rd, Ste 110""",Madison,WI,53713,43.03713870000001,-89.3794918,2.0,5,1,Restaurants;Sandwiches
87783,91Y6ASRhkDz3mJG9ezGNiQ,"""Babcock Hall Dairy Store""",,"""1605 Linden Dr""",Madison,WI,53706,43.0749778,-89.4137655,4.5,62,1,Ice Cream & Frozen Yogurt;Cheese Shops;Specialty Food;Sandwiches;Food;Restaurants
87925,y1H7Q7rN9JmySXvwDVYD8A,"""Salad Creations Madison""",Junction Ridge,"""610 Junction Rd, Ste 105""",Madison,WI,53717,43.073238700000005,-89.5267317,2.0,22,0,Vegetarian;Salad;Restaurants;Sandwiches;Food
88029,RJdV7djZZeH3jJadPhgVvw,"""Chautara Restaurant""",Capitol,"""334 State St""",Madison,WI,53703,43.0748088,-89.3910219,3.5,54,0,Himalayan/Nepalese;Restaurants
88042,hII_nAeCvz-qlyuvbNI1Ig,"""BD's Mongolian Grill""",,"""4722 E Towne Blvd""",Madison,WI,53704,43.1293824,-89.3041179,3.0,4,0,Mongolian;Restaurants
88134,c26Nbb6i7OeMCvg7Cs4QSw,"""Fresh Cool Drinks""",Capitol,"""704-712 State St""",Madison,WI,53703,43.0749970121,-89.39794734120001,5.0,16,1,Restaurants;Food;Juice Bars & Smoothies;Thai;Food Stands
88198,2koGK8csbE3AIFf7r2dMNw,"""Domino's Pizza""",,"""703 S Gammon Rd""",Madison,WI,53719,43.0497626,-89.50276690000001,1.0,4,1,Restaurants;Pizza;Sandwiches;Chicken Wings
88245,uSANDilamc1QSiCinFSKYw,"""World Buffet""",,"""499 D'Onofrio Dr""",Madison,WI,53719,43.057758331,-89.5138889074,3.0,50,1,Buffets;American (New);Restaurants;Mongolian;Chinese
88605,Ti73jdAF8zrVEkSLyzfOag,"""The Seafood Center""",,"""712 S Whitney Way""",Madison,WI,53711,43.049283700000004,-89.47363059999999,4.5,46,1,Seafood;Food;Specialty Food;Seafood Markets;Grocery;Restaurants
88632,u_A58uX7x7AEOKOboFGFpg,"""Hy-Vee Market Grille""",Mayfair Park,"""3801 E Washington Ave""",Madison,WI,53714,43.117764799999996,-89.3183402,3.5,7,1,Restaurants;Sports Bars;Cafes;Bars;Nightlife
88643,mOzxFBAHWwpuH7u5xP0oHw,"""Takara Japanese Restaurant""",Capitol,"""315 State St""",Madison,WI,53703,43.074663,-89.39078549999999,3.0,126,0,Japanese;Sushi Bars;Restaurants
88949,-9CvNuJ35elp7YwIy4xHDw,"""Jakarta Cafe""",South Campus,"""700 Block State St Library Mall""",Madison,WI,53703,43.07305170000001,-89.4012302,3.0,6,1,Food Trucks;Indonesian;Food;Restaurants;Food Delivery Services
88961,v3Ec04i6x7NC1B7YFoA4GQ,"""Taco Bell""",Eken Park,"""3002 E Washington Ave""",Madison,WI,53704,43.1041242162,-89.34276759549999,2.0,20,1,Restaurants;Mexican;Fast Food;Tex-Mex
89122,m3Gjw27yTlmNYG1cuTWlBw,"""Salads UP""",Capitol,"""439 N Frances St""",Madison,WI,53703,43.074499729799996,-89.39563477770001,3.5,19,1,Soup;Food;Salad;Vegetarian;Restaurants;Juice Bars & Smoothies
89123,ccVFmV2l3xPS4CCcLPwpkQ,"""Gooseberry on the Square""",Capitol,"""1 S Pinckney St, Ste 104""",Madison,WI,53703,43.0754933,-89.3821022,3.0,22,1,Salad;Bakeries;Caterers;Event Planning & Services;Cafes;Breakfast & Brunch;American (Traditional);Food;Sandwiches;Restaurants
89227,lUBlgJ-rDDdwpi6d38L2tg,"""Crandalls Catering""",Capitol,"""334 State St""",Madison,WI,53703,43.074921999999994,-89.39103,3.5,53,1,Peruvian;Latin American;American (Traditional);Restaurants
89350,38VHBCYylBFmTQ0cFeCdAQ,"""UW Slow Food""",South Campus,"""1127 University Ave""",Madison,WI,53706,43.0730139,-89.4054731,5.0,3,1,Education;Restaurants;Special Education;Cafeteria;Diners
89784,5922_DJ8lQXaJva0XOlyXw,"""Four Lakes Cafe""",,"""600 Highland Ave""",Madison,WI,53705,43.076513,-89.4317035,3.5,10,1,Cafes;Food;Restaurants
89804,Wf7AV7JbR52qABil0bU8NA,"""The Boathouse""",Capitol,"""1001 Wisconsin Pl""",Madison,WI,53703,43.0792898936,-89.39058581440001,2.5,62,1,Restaurants;Nightlife;Bars;Sandwiches;American (Traditional)
89833,iSOaf_-deg1nIlCm3cuzvg,"""Capitol ChopHouse""",Capitol,"""10 E Wilson""",Madison,WI,53703,43.072924866099996,-89.3804934961,3.5,66,1,American (Traditional);Restaurants;Seafood;Party & Event Planning;Event Planning & Services;Venues & Event Spaces;Steakhouses
90032,VDvcxFhe3NttPUzftJmHjw,"""Sunprint On The Square""",Capitol,"""10 W Mifflin St""",Madison,WI,53703,43.075430499999996,-89.38582199999999,3.5,34,0,Restaurants;Coffee & Tea;Food;Sandwiches
90041,bt0ZUJWmAJhjYmfPCzgRmQ,"""Sol Azteca Fusion Grill""",Bram's Addition,"""1821 S Park St""",Madison,WI,53713,43.0470342,-89.3939631,2.5,9,1,Restaurants;Dance Clubs;Mexican;Japanese;Latin American;American (New);Italian;Karaoke;Nightlife
90080,3NmjKQJmPH7hcM0pp12DJQ,"""Hong Kong Cafe West""",,"""7475 Mineral Point Rd""",Madison,WI,53717,43.05862020000001,-89.5122609,4.5,3,0,Chinese;Restaurants
90217,HHCn1akqIpl_BhdcJoYPbw,"""Saigon Noodles""",,"""6754 Odana Rd""",Madison,WI,53719,43.05714570000001,-89.49951949999999,4.0,290,1,Restaurants;Vietnamese;Noodles
90441,hDhQvwpLWSzSgZQSKUSOqQ,"""Potbelly Sandwich Shop""",Capitol,"""564 State St""",Madison,WI,53703,43.074865700000004,-89.39501429999999,3.5,37,1,Delis;Soup;Fast Food;Sandwiches;Salad;Restaurants
90482,paNjgpMDRhNzBj6xzhHPVQ,"""Habanero's Mexican Grill""",,"""2229 S Stoughton Rd""",Madison,WI,53714,43.065186499999996,-89.30834940000001,4.0,114,1,Mexican;Restaurants
90593,1Os0g2rh6I50ZIXEZSaNkA,"""DLUX""",Capitol,"""117 Martin Luther King Jr Blvd""",Madison,WI,53703,43.0735626221,-89.3824691772,4.0,377,1,Bars;Restaurants;Cocktail Bars;Breakfast & Brunch;American (New);Burgers;Nightlife
90617,ILa-Xv5-h23A9OMrYK17oQ,"""Manna Cafe & Bakery""",,"""611 N Sherman Ave""",Madison,WI,53704,43.107431,-89.3636588,4.5,181,1,Breakfast & Brunch;Food;Comfort Food;American (New);Restaurants;Caterers;Soul Food;Bakeries;Event Planning & Services;Cafes
90747,k9wv5-0u8q4S75MIaTX6aA,"""Echo Tap & Grill""",Capitol,"""554 W Main St""",Madison,WI,53703,43.0682028,-89.39140959999999,3.5,91,1,Bars;Sports Bars;Nightlife;American (Traditional);Dive Bars;Restaurants;Pizza
91180,O3tT9S9vZixg1iwiKeWfuw,"""Karben4 Brewing""",,"""3698 Kinsman Blvd""",Madison,WI,53704,43.126006,-89.325671,4.0,124,1,Local Flavor;Food;Restaurants;Gastropubs;Breweries
91744,cDk2no09g2JBBxBotOuZow,"""Taqueria 3 Amigos""",Capitol,"""309 N Henry St""",Madison,WI,53703,43.0753022148,-89.39041267639999,4.0,6,1,Mexican;Restaurants
91745,eJYvivWUp4Hdc9Tc8SaZPA,"""Buraka Restaurant""",Capitol,"""543 State St""",Madison,WI,53703,43.074800200000006,-89.3952993,4.0,81,0,Vegan;African;Restaurants;Ethiopian
91796,s43P_mLoOI348Ts_O3kTTg,"""Temple Garden""",Capitol,"""411 W Gilman St""",Madison,WI,53703,43.074349,-89.393575,5.0,3,0,Chinese;Restaurants
91840,G099MT9cwtwgdsR71JLp6w,"""Osteria Papavero""",Capitol,"""128 E Wilson St""",Madison,WI,53703,43.0741091911,-89.37930419,4.0,160,1,Italian;Restaurants
91954,cRDEkJWuXpKzuSYUpmyX5w,"""Subway""",,"""6602 Mineral Point Rd""",Madison,WI,53705,43.061398,-89.495884,3.5,3,1,Sandwiches;Restaurants;Fast Food
92315,oHcGE5r2k4GgtIFqgZS2GQ,"""Nifty 50's Sandwich and Malt Shop""",,"""6750 Odana Rd""",Madison,WI,53719,43.056621500000006,-89.4997937,3.0,8,0,Restaurants;Food;Sandwiches
92388,rcqcUiO5vw7nBcmpJ7Y8Wg,"""Stella Blu Cafe""",Sherman Terrace,"""1 Sherman Ter""",Madison,WI,53704,43.096829,-89.3674702,5.0,4,1,Sandwiches;Food;Breakfast & Brunch;Cafes;Restaurants;Bakeries;Coffee & Tea
92563,uWZKPQs_TVi5qHeL0jIOCw,"""The Baker's Window""",Capitol,"""122 State St""",Madison,WI,53703,43.0747765,-89.38753990000001,4.5,18,0,Restaurants;Desserts;American (Traditional);Bakeries;Food
92760,SaAIh36XncqFQanBhSQlEA,"""Noodles & Company""",,"""3600 University Ave And Midvale Blvd""",Madison,WI,53705,43.075720000000004,-89.44915999999999,2.5,27,1,Restaurants;Salad;Noodles;Soup
92890,1k3toqehw9_rOdLjsoZh-Q,"""Licari's Bar and Grill""",,"""1405 Emil St""",Madison,WI,53713,43.0363862,-89.4071386,4.5,15,1,Restaurants;Fish & Chips;American (Traditional);Dive Bars;Nightlife;Bars
93088,vKlfioFE5L-ZSUIbg0NY3Q,"""Le Chardonnay""",Capitol,"""320 W Johnson St""",Madison,WI,53703,43.0743689,-89.3905441,4.5,3,0,French;Wine Bars;Restaurants;Nightlife;Bars
93460,azJAJh8oivpsU9HzlLS6EA,"""Taco Bell""",,"""421 Commerce Dr""",Madison,WI,53719,43.059957,-89.524364,1.5,29,1,Mexican;Fast Food;Restaurants;Tex-Mex
93803,_DpnhekFOZDPNBDekWpx4A,"""Buffalo Wild Wings""",,"""240 East Towne Mall""",Madison,WI,53704,43.1261620623,-89.3063609128,2.5,48,1,Chicken Wings;Sports Bars;Bars;Nightlife;American (Traditional);Restaurants
93940,1ZkcNwQpIESg8LuAHzye6Q,"""ZuZu Cafe & Market""",Greenbush,"""1336 Drake St""",Madison,WI,53715,43.062774,-89.408866,3.5,58,1,Breakfast & Brunch;Delis;Cafes;Coffee & Tea;Ice Cream & Frozen Yogurt;Restaurants;Food
93989,wQgY7CdljLdCJm6XIk1HuA,"""Cheba Hut""",Capitol,"""453 W Gilman St""",Madison,WI,53703,43.07347,-89.394823,4.0,46,1,Food;Sandwiches;Restaurants;Local Flavor
94278,gyDTYm_NDWXEHBPGnL-oRQ,"""Noodles & Company""",Capitol,"""232 State St""",Madison,WI,53703,43.0749456,-89.3895712,3.0,63,1,Comfort Food;Mediterranean;American (New);Asian Fusion;Restaurants;Chinese;Italian;Noodles
94320,wwnuIvnVLgpEZOKzcdfDhw,"""Cranberry Creek Catering & Cafe""",Broadway-Lakepoint,"""1501 Lake Point Dr""",Madison,WI,53713,43.047893,-89.340121,4.5,29,1,Cafes;Sandwiches;Restaurants;Caterers;Event Planning & Services
94356,dsvLqlcYaD0QbVGjVKm-lg,"""Alt' N Bach's Town Tap""",,"""2602 Whalen Ln""",Madison,WI,53713,43.03678970000001,-89.4184613,4.0,30,1,Dive Bars;American (Traditional);Bars;Restaurants;Nightlife
94373,CQNq2sgLokwOVf4OL-19Hg,"""King of Falafel""",Capitol,"""453 W Gilman St""",Madison,WI,53703,43.07347,-89.394823,4.0,9,0,Falafel;Restaurants;Mediterranean;Middle Eastern
94421,IPZubyVcN1OPwDJ68uqUHQ,"""Jimmy John's""",Capitol,"""527 State St""",Madison,WI,53703,43.0747472,-89.3947488,3.0,12,1,Food;Food Delivery Services;Sandwiches;Restaurants
94467,3r1-6Hrfiobded7DRxstxQ,"""Sí Café""",Capitol,"""117 S Pinckney St""",Madison,WI,53703,43.0742752136,-89.38120548260001,4.5,12,0,Food;Nightlife;Vegan;Coffee Roasteries;Restaurants;Coffee & Tea;Speakeasies;Bars;Cafes
94864,NUTVC8LoicZmcsO10Jmolg,"""Barolo Wine Bar""",Williamson - Marquette,"""829 E Washington Ave""",Madison,WI,53703,43.0810765183,-89.3739205238,4.5,20,0,Restaurants;Wine Bars;Bars;Tapas/Small Plates;Lounges;Nightlife
94892,jLpufKQL0CF79vBrKwiMjQ,"""Basie's""",,"""517 Grand Canyon Dr""",Madison,WI,53719,43.0551586,-89.4961026,3.5,7,0,American (New);Bars;Restaurants;Nightlife
94908,EKNm59ZMMRvb8N8Cm5F8Qw,"""Opus Lounge""",Capitol,"""116 King St""",Madison,WI,53703,43.0747747704,-89.3808732434,4.0,89,0,American (New);Bars;Lounges;Restaurants;Nightlife;Tapas/Small Plates
95041,VRTrhsYKSJo1kGX5RqBlFA,"""Bel Air Cantina""",Capitol,"""111 Martin Luther King Jr Blvd""",Madison,WI,53703,43.0737969,-89.3822541,3.5,76,1,Bars;Mexican;Latin American;Nightlife;Restaurants
95337,V5K2K2U0JaBL5UPaZYJkSQ,"""El Burrito Loco Restaurant""",Wexford,"""745 N High Point Rd""",Madison,WI,53717,43.076077500000004,-89.5184744,4.0,28,0,Restaurants;Mexican
95592,sbOlgkiKttP4Cq_p6Z-f4w,"""Saz""",Capitol,"""558 State St""",Madison,WI,53703,43.075140999999995,-89.394958,4.0,4,0,Mediterranean;Greek;Mexican;Restaurants
95911,QlAPX3c0Vm2dU_w3puIAIw,"""Double 10 Mini Hot Pot""",Bay Creek,"""1272 S Park St""",Madison,WI,53715,43.052965147799995,-89.39625341700001,4.5,118,1,Asian Fusion;Restaurants;Chinese;Hot Pot
96014,QBDwbEEc9uEnn7dzVZu60Q,"""Mad Seafood Boiler""",Capitol,"""201 W Gorham St""",Madison,WI,53703,43.075138,-89.39081,3.5,39,1,Poke;Seafood;Sushi Bars;Cajun/Creole;Food;Restaurants
96396,50Anorn0DJXFhBr9a9_gHQ,"""Lakefront Cafe on Langdon""",Capitol,"""Memorial Union, 800 Langdon Street""",Madison,WI,53706,43.0765783098,-89.3994861824,3.0,9,0,Food Stands;Sandwiches;Vegetarian;Restaurants;Pizza;American (Traditional);Burgers
96414,Kntmm6a3qAMSpxRWdFZutA,"""Arby's""",,"""601 S Gammon Rd""",Madison,WI,53719,43.052129469899995,-89.502495738,2.5,7,0,Fast Food;Sandwiches;Restaurants
96477,jaHKCpllY6Vb_kgQ4DYFkw,"""Sencha Tea Bar""",Capitol,"""430 State St""",Madison,WI,53703,43.0748338,-89.3922743,4.0,37,1,Tea Rooms;Coffee & Tea;Restaurants;Cafes;Food
96517,QlBh1ACRTx-4ePTgIRPMeQ,"""T Sushi""",Capitol,"""251 State St""",Madison,WI,53703,43.074558258100005,-89.3900222778,2.0,16,0,Nightlife;Bars;Restaurants;Sushi Bars;Lounges
96622,H6Gb3P21h4e_stdjFQO9oQ,"""Rocky Rococo Pan Style Pizza""",,"""1618 W Beltline Hwy""",Madison,WI,53713,43.035492,-89.4099449,2.5,19,1,Italian;Caterers;Salad;Chicken Wings;Restaurants;Pizza;Event Planning & Services
96692,jgh9iT5k7JxkeK9gu4VJAw,"""Koi Sushi""",Capitol,"""502 State St""",Madison,WI,53703,43.074978154300005,-89.3934160843,3.0,27,1,Japanese;Chinese;Sushi Bars;Restaurants;Szechuan
96749,SxuD7iY8QO88PNbSdNmNKg,"""Thulasi Kitchen""",Junction Ridge,"""515 Junction Rd, Ste A""",Madison,WI,53717,43.0715593,-89.5245488,3.5,24,0,Indian;Food;Halal;Seafood;Restaurants;Desserts
96926,jCAoPzq8naXIgW4F3_wVTQ,"""Chi""",Capitol,"""251 State St""",Madison,WI,53703,43.0745593,-89.3893857,3.5,8,0,Asian Fusion;Restaurants
97011,X0siHN0KchBjGKn9QsEAFg,"""Vintage Spirits & Grill""",Capitol,"""529 University Ave""",Madison,WI,53703,43.07293610000001,-89.39544559999999,4.0,46,1,Breakfast & Brunch;Beer Bar;Restaurants;Nightlife;American (New);Bars
97357,3LpBQxRKVxJIxdQd3PV_Hw,"""Good Day Coffee Shop""",Capitol,"""101 S Webster St""",Madison,WI,53703,43.07522410000001,-89.3803444,4.0,3,1,Food;Breakfast & Brunch;Restaurants;American (Traditional);Cafes;Coffee & Tea
97387,fpwMWuKAR8joNW1B4N3e5w,"""Forage Kitchen""",Capitol,"""665 State St""",Madison,WI,53703,43.074878000000005,-89.3970772,4.0,60,1,Salad;Food;Restaurants;Juice Bars & Smoothies
97489,aZgOdGn3O_fP2OUr5ATqiw,"""Steep & Brew""",Capitol,"""544 State St""",Madison,WI,53703,43.075134000000006,-89.394564,4.0,55,0,Coffee & Tea;Food;Restaurants;Cafes
97490,Trs4cEYdP6AX_KihTk9kWQ,"""Husnu's""",Capitol,"""547 State St""",Madison,WI,53703,43.0748623,-89.3952974,3.5,65,0,Turkish;Mediterranean;Restaurants
97535,lJDnML8EVAc_muLXhN32Yw,"""The Curve""",,"""653 S Park St""",Madison,WI,53715,43.0600205,-89.400397,4.0,58,1,Breakfast & Brunch;Diners;Restaurants
97558,DIUK7_PjGCOMcpS2fBiALg,"""Avenue Club and the Bubble Up Bar""",Tenney - Lapham,"""1128 E Washington Ave""",Madison,WI,53703,43.085589,-89.36945290000001,3.5,146,1,Cocktail Bars;Restaurants;American (Traditional);Bars;Nightlife
97660,RxacBKbziwvC5afDcZS5zg,"""The University Club""",Capitol,"""803 State St""",Madison,WI,53703,43.0746989519,-89.3992268386,4.0,9,1,Event Planning & Services;Wedding Planning;Venues & Event Spaces;American (Traditional);American (New);Restaurants
97787,KB25wVbL7Lk22tN72DR0ww,"""Sarku Japan""",,"""89 E Towne Mall""",Madison,WI,53704,43.1253340609,-89.3061640031,4.5,9,1,Japanese;Restaurants
97878,ToNd6fEn_SvcQc1Fulsidg,"""Milio's Sandwiches""",,"""4292 E Towne Blvd""",Madison,WI,53704,43.1258907,-89.3103284,2.5,6,1,Sandwiches;Restaurants
98026,cUy8ww2wcqW-1RJLNSvBkA,"""Babes Grill & Bar""",,"""5614 Schroeder Rd""",Madison,WI,53711,43.0469205,-89.4770529,3.5,77,1,Seafood;Restaurants;American (New);Sports Bars;Gastropubs;American (Traditional);Nightlife;Bars
98215,GVSc1akbPBLtpYHSAuI_eQ,"""Sweet Tea at the Fountain""",Capitol,"""122 State St""",Madison,WI,53703,43.0748282717,-89.38740290700001,4.5,9,1,Event Planning & Services;Caterers;Soul Food;Southern;Restaurants;Comfort Food
98224,0zxn5cFZaH3F_0UsiI0SjQ,"""Underground Kitchen""",Capitol,"""127 E Mifflin St""",Madison,WI,53703,43.0768356,-89.3833003,4.0,31,0,American (New);Tapas/Small Plates;Brasseries;Restaurants
98488,70xPPH9jN7TI9etfueFetA,"""Twist Bar & Grill""",,"""6617 Odana Rd""",Madison,WI,53719,43.0555199905,-89.4958404233,3.5,25,1,American (New);Soup;Lounges;Sandwiches;Bars;Nightlife;Restaurants;Salad
98515,L772e6l2Yd0DJEyCBxBNng,"""State Street Brats""",Capitol,"""603 State St""",Madison,WI,53703,43.074776,-89.395948,3.0,182,1,Nightlife;Restaurants;American (Traditional);Sports Bars;Bars
98639,YohEZMYpKrf-3fyPASKLew,"""Texas Roadhouse""",,"""4841 Annamark Dr""",Madison,WI,53704,43.133746,-89.298753,3.0,100,1,Steakhouses;Restaurants;American (Traditional);Barbeque
98793,ajNgLG4Eev8GQYZeMBPpdA,"""Lulu's 13 Pub""",,"""232 E Towne Mall""",Madison,WI,53704,43.1282826,-89.30427399999999,4.0,14,1,American (Traditional);Nightlife;Restaurants;Bars;Breakfast & Brunch;Pubs;American (New)
98930,izNAs4Ya2NWKppUgKnQ04w,"""Chutneys Indian Cuisine""",Bluff Acres,"""4738 E Washington Ave""",Madison,WI,53704,43.133141381099996,-89.30257115010001,3.5,9,1,Desserts;Food;Indian;Restaurants;Buffets
99019,QxqMKO5IZCQUUWIx8nTDJw,"""Colectivo Coffee""",Capitol,"""583 State St""",Madison,WI,53703,43.074866899999996,-89.39563299999999,3.5,39,1,Coffee & Tea;Restaurants;Food;Sandwiches
99185,CqCWN9aBJf8YNJxyel7psg,"""Glass Nickel Pizza""",,"""5003 University Ave, Ste 170""",Madison,WI,53705,43.0754348,-89.4663781,4.0,77,1,Caterers;Sandwiches;Event Planning & Services;Pizza;Chicken Wings;Food;Restaurants;Food Delivery Services;Italian;Vegetarian
99360,aVBFKYoF0AHuusNssaQpJA,"""Ian's Pizza""",Capitol,"""100 State St""",Madison,WI,53703,43.0748916557,-89.3869503096,4.0,379,1,Pizza;Italian;Restaurants
99361,hoqk5SFvERVDJVXUaFLpLQ,"""The Tipsy Cow""",Capitol,"""102 King St""",Madison,WI,53703,43.074727,-89.3815378,4.0,337,1,American (Traditional);Bars;Nightlife;Restaurants
99698,eYE7zd30ltLAS1V3ssdtrQ,"""Tip Top Tavern""",Eken Park,"""601 N North St""",Madison,WI,53704,43.107164000000004,-89.351047,4.0,90,1,Bars;Nightlife;Pubs;American (New);Restaurants
99918,LZ_R2OLgZQSQMMzlp8uUOA,"""Dotty Dumpling's Dowry""",Capitol,"""317 N Frances St""",Madison,WI,53703,43.0728191,-89.395561,4.0,433,1,Burgers;Restaurants;Vegan;Pubs;Vegetarian;Bars;Nightlife
100455,N3uOrQCnx_n_841Q8EwbzQ,"""Mediterranean Hookah Lounge and Cafe""",Capitol View Heights,"""77 Sirloin Strip""",Madison,WI,53713,43.0390133,-89.3865265,4.0,37,1,Nightlife;Mediterranean;Bars;Middle Eastern;Restaurants;Greek;Hookah Bars;Lounges
101210,oyoMj4yTMybdMRADjFPXiA,"""Athens Gyros""",Dudgeon-Monroe,"""1614 Monroe St""",Madison,WI,53711,43.067141,-89.414181,2.5,7,1,Greek;Restaurants
101779,HNW4P0jAhXYRJ_op7OcWCw,"""Great China""",,"""619 N Sherman Ave""",Madison,WI,53704,43.1078404,-89.3636179,2.5,24,1,Chinese;Restaurants
101846,nWP6dgMGmihB7yMsIRmcPg,"""Talula""",,"""802 Atlas Ave""",Madison,WI,53714,43.085614899999996,-89.3095407,3.5,13,0,Restaurants;American (New)
101920,AlwKuzyrrxlZ04ktebwmcA,"""Pizza Pit""",,"""13 Atlas Ct""",Madison,WI,53714,43.0867933,-89.3068682,2.5,12,1,Event Planning & Services;Shopping;Toy Stores;Restaurants;Party & Event Planning;Chicken Wings;Caterers;Pizza
101922,kOUnvmGamiw90BfmthoQGg,"""Los Gemelos""",Capitol,"""244 W Gilman St""",Madison,WI,53703,43.075273100000004,-89.3933642,3.5,117,1,Restaurants;Mexican
