,business_id,weekday,hour,checkins
2395381,hgktkdzUUvKfx2XITRn-Kw,Sun,16:00,1
2395532,px5h245j44u_a2bRjDpBxQ,Sat,21:00,1
2395546,lYbyy6TTmpk_mlYuYAWkDg,Wed,20:00,2
2395720,svPjZWp4Pa32fwI2gNlxJg,Wed,0:00,3
2395729,naPGOTVEpRZavvn9-sFg8A,Wed,11:00,1
2395873,0ETtpZSd6f7q_-o-7gutPg,Wed,15:00,4
2396161,hXCoi8OuvdhIA-zXJiPvfg,Fri,2:00,1
2396176,opdNlNy2oGE2mxuS0SXR1Q,Wed,13:00,1
2396276,C63sF-wG4f1doMIMv2qvOg,Sat,0:00,11
2396482,JEoi9ITPZM58EnZBAubijA,Wed,15:00,1
2396737,gyDTYm_NDWXEHBPGnL-oRQ,Sun,20:00,1
2396815,Xl6I0-JmFE_6w28bku2idQ,Wed,17:00,2
2396892,RGCiOM52mBI6_Wyfx2xO6A,Mon,0:00,2
2396900,bt0ZUJWmAJhjYmfPCzgRmQ,Thu,18:00,1
2397001,BvyUXno0grQerd5cZGDFPw,Sun,2:00,3
2397049,8iRfD5IizYki0F8QlAlL2g,Mon,0:00,2
2397260,ugdUuApH3pYXggW5qpbALg,Wed,18:00,1
2397293,_6b9CtXi4fQqiu2VjCVpTQ,Mon,0:00,3
2397339,Ff9YHvBxijzhdtYVQU09dQ,Mon,23:00,1
2397384,D5XFDNEuLQoLbokLeznaOQ,Fri,18:00,1
2397486,_y4zRzQloskP7IsEBhdNDA,Fri,5:00,1
2397581,FUX9h1a37GJn9ge1baiNuw,Sat,18:00,12
2397672,ZoZWONMz3tzxRLOSQEJosQ,Wed,14:00,1
2397701,1ru9ZnIcSXKtD-jQoxLzNg,Sat,20:00,3
2397957,j2TKvVKLMgfJKe_UPtGOVg,Sat,20:00,1
2398137,TvhpG74DvdoF4MA0vLlOLw,Fri,23:00,2
2398241,cCBySJPR4i7WFfEt8gjArg,Sun,19:00,1
2398370,wOZUfs_p_AO1zXGkBcX2Bg,Sat,22:00,1
2398523,Do_mgaoCgrQodPrq4nxRbw,Fri,19:00,1
2398635,CqCWN9aBJf8YNJxyel7psg,Thu,23:00,1
2398836,C3R2BmF0YdyOIEd0jsqILA,Sat,20:00,1
2398842,u84eyOBILlFQIc8fMFCoig,Thu,16:00,2
2398950,CcuKo38SwW54TDlMWAMi7A,Tue,22:00,1
2399117,Twcjx4ofM9GWwXN6LVGSzw,Fri,22:00,15
2399144,ecM2lSLuZhxZKQdGZWMOFg,Sat,1:00,2
2399145,X4w6_iAqN8ZqZ15a7YWPgw,Sat,17:00,1
2399146,Hty6oLQ1_FSRW5XgZtWrXw,Sun,4:00,1
2399243,1GGLx6k4SgM-MykB5TTiJg,Sun,16:00,1
2399381,QJOr35t_jz9OPQ6IczMGJA,Sat,19:00,2
2399572,DIUK7_PjGCOMcpS2fBiALg,Thu,0:00,1
2399868,v3AS5LGeV2Si4nOHZ7lgxQ,Sat,15:00,1
2399909,jqNfrXF4e1JjxU3WNj73SA,Mon,0:00,1
2399978,ih3ddtApyqb6W3T1mkdrag,Sat,17:00,3
2400175,Ec-h5JjXzy-pjfpb7d_BFQ,Mon,20:00,1
2400254,y2I0Yt6yr48ZgUvR3Pe7Fw,Sat,21:00,1
2400409,qkDlRkNfrXE_4t2vMrTo0A,Tue,1:00,3
2400416,nsw3tlB-hwz4KbPYcuaSww,Tue,21:00,1
2400438,5iFHDkcYp2PRllPzq1Qe_g,Fri,5:00,1
2400471,Vbkb2shDxUE8H3PzrFnypA,Fri,20:00,4
2400583,ues2rFe_hbRC7s232PX5QA,Fri,18:00,2
2400733,cFxGP_IC4REtJspMNQ3vLg,Fri,4:00,4
2400775,qkDlRkNfrXE_4t2vMrTo0A,Sun,20:00,3
2400785,mKT30qU_MlLj4Ps82JAZ8w,Thu,15:00,2
2400995,oKYUMYQI7AkjCJdRsKlqtg,Wed,23:00,4
2401001,ues2rFe_hbRC7s232PX5QA,Fri,22:00,5
2401425,bLh4ysq5RsbzCNSjqHhwyw,Thu,23:00,1
2401464,lqtybK6_GjSqhK8U55Mc7w,Sat,23:00,3
2401502,TXiEgINSZ75d3EtvLvkc4Q,Thu,17:00,2
2401669,jte_XM9Zo7TX86jlKwq5gg,Tue,1:00,1
2401977,px2hJjx46o5OoTud_AdUHw,Wed,10:00,1
2402023,XmsBtCykUtObXg4Q1mYpvg,Sun,14:00,16
2402031,2cetuQgbP1Bnzm-uMRlocQ,Fri,1:00,5
2402112,P3pgWKV7j_ea-UqIaOnvvg,Sat,21:00,1
2402205,G099MT9cwtwgdsR71JLp6w,Fri,1:00,5
2402265,wPRMHVXKndQZj2Or2mCz8A,Tue,5:00,1
2402406,QxqMKO5IZCQUUWIx8nTDJw,Tue,11:00,1
2402439,kUtQT0IgfJaBE-5uP0r4sQ,Wed,6:00,1
2402535,oezMXnkdUQMuMH7RuKaiyw,Tue,18:00,16
2402550,skJ-AlN0DT9pmBDz0ixeJw,Sun,2:00,1
2402706,wPRMHVXKndQZj2Or2mCz8A,Wed,1:00,2
2402837,pH9HF3GfJKJAdKDHcoUI4w,Fri,23:00,4
2402957,2-su3xdxOvyF0_2GZN4FLw,Sat,15:00,18
2403368,70nmPKnAufzeKfRNVE0-Pg,Sun,18:00,3
2403402,MLwVTDhM2DOESvKGcfKCsg,Wed,0:00,2
2403757,5XSmSsHpQI5hvB90URhJtQ,Fri,16:00,1
2404082,cUy8ww2wcqW-1RJLNSvBkA,Tue,16:00,1
2404090,wUqqq1nUFA8Fn-3vYYFyWQ,Mon,23:00,2
2404506,EOlHhLgp32dCdSlsMpiG6A,Sun,22:00,3
2404521,V5K2K2U0JaBL5UPaZYJkSQ,Tue,23:00,3
2404576,_DpnhekFOZDPNBDekWpx4A,Sat,21:00,5
2404809,uC3qwaxsOkdJzpOc0v1Mog,Sun,6:00,1
2404819,zERyZLsAyB47bMZlfUV-SQ,Sun,21:00,2
2404830,m305DapBPrW4zwF20KbFoA,Sun,23:00,1
2405049,jte_XM9Zo7TX86jlKwq5gg,Tue,17:00,2
2405053,8XeWfMGuNsrYkXRwQJjhCQ,Sat,17:00,1
2405151,jux9zFaGcIRjrMIBaVJsHQ,Sun,5:00,1
2405317,1GGLx6k4SgM-MykB5TTiJg,Thu,3:00,1
2405319,ZliwQrjUnAosBLM8W_bsGQ,Sat,3:00,6
2405506,cPfnF9PAvVjamEdZM3wTzA,Sat,23:00,1
2405566,O75Lh99ZO6HCIqVVR-p9wg,Fri,20:00,1
2405924,zERyZLsAyB47bMZlfUV-SQ,Sun,0:00,2
2405978,uteI0OIVarN_qkmORgPPgg,Fri,19:00,1
2406000,cf0LXwdYZ_9y0BVK-un9ow,Fri,3:00,1
2406057,k9wv5-0u8q4S75MIaTX6aA,Mon,4:00,3
2406276,rnx0KHHTD9Yvr2BWAWwQ4g,Fri,21:00,3
2406386,SBnpT6JDbah-5l_52GM5sw,Fri,3:00,4
2406392,IPZubyVcN1OPwDJ68uqUHQ,Sun,3:00,2
2406439,xOx-N9G7AteZTnZfVFfNHA,Wed,3:00,2
2406480,5p5YW_5bMOSuLIQjkJPO3w,Mon,0:00,1
2406648,K75oPh837az2upKWPS2LUQ,Sat,22:00,14
2406655,i7PG3pFaBLy9MHM_RYzKAw,Tue,19:00,1
2406673,opdNlNy2oGE2mxuS0SXR1Q,Tue,17:00,5
2406930,lw_vRdg4qUprQEgWDG6czQ,Sat,17:00,4
2407131,OEXe9Rge71Ha3qLKGIK9gQ,Thu,2:00,1
2407144,OCytAjNw1jvhfEF7KU43GA,Tue,1:00,3
2407429,5uMfIYovqfgk41abdfFegw,Thu,19:00,4
2407464,-y8Nz-elBXkUYoIoc9AADg,Fri,16:00,1
2407583,jzr6jW5cQ0jpPhEo4kGMBw,Mon,2:00,1
2407728,4qiD9hcUiY4AfCBBqpMYeQ,Sat,18:00,4
2407760,OoI3WUe4Xl86d53avy3oVA,Mon,0:00,1
2407898,Wtp0Pfnhd7NvUIEawiIjTA,Thu,19:00,2
2408095,JDwEvZq0KCSwgEds3LxgMA,Tue,2:00,2
2408112,KfaeDC-oPE6GTfBvdF9x7Q,Wed,19:00,5
2408164,nM2Jl9GS7IGlluey8ieivg,Sat,17:00,3
2408177,VRTrhsYKSJo1kGX5RqBlFA,Tue,23:00,2
2408184,IsADZMYEJKXTtPfN9YsiBA,Wed,0:00,6
2408232,v3AS5LGeV2Si4nOHZ7lgxQ,Fri,22:00,8
2408306,Dy99p5bWfr6g0UtlmPjDqg,Fri,12:00,1
2408353,ibVJ52iBKcheyLNOPGU8jg,Sun,19:00,1
2408576,tTjXkqN-XVLIP3Vk9EozJg,Mon,20:00,1
2408633,mCtkHCPp7OFZtqO4Fzlp1A,Sun,4:00,5
2408819,v3Ec04i6x7NC1B7YFoA4GQ,Fri,7:00,1
2408830,JE3SRhAGqZrAzs0gMm5cIA,Sat,2:00,1
2408903,JfGnBe_IGDV0RZjAADp4yA,Thu,19:00,3
2408984,Hty6oLQ1_FSRW5XgZtWrXw,Wed,15:00,1
2409195,8XeWfMGuNsrYkXRwQJjhCQ,Sun,21:00,2
2409218,Ec-h5JjXzy-pjfpb7d_BFQ,Tue,22:00,3
2409314,oS-xaHI0FLjfEzHuuL4GKw,Wed,23:00,1
2409387,Y5Vbtaj_pkrhb99V4Q-53Q,Fri,22:00,1
2409460,cugTYtxVL2Q6Kkd8w4xMNw,Fri,18:00,1
2409662,R8L9VLO5jHfzPA5rHiujIA,Tue,1:00,2
2410064,wvCU61bSTtO8Cj7dhyrfMw,Tue,14:00,1
2410177,2YlUn3s132hNq5ueGeIiJg,Wed,0:00,9
2410442,kUtQT0IgfJaBE-5uP0r4sQ,Sun,19:00,2
2410497,O75Lh99ZO6HCIqVVR-p9wg,Tue,0:00,15
2410534,7Tp53xZh1ypd2wbudP6Qcw,Thu,3:00,1
2410561,_euNvs0P14284FXN1vZ_Pw,Wed,13:00,4
2410762,Woqed5Fw95J6oEZxIHiBgg,Thu,18:00,1
2410769,Ti73jdAF8zrVEkSLyzfOag,Sun,18:00,2
2410878,U5pW5iuYdB_8NxEopCnpqQ,Sun,16:00,1
2410909,W__CejafuHBISqg1LkwLHA,Thu,23:00,3
2411047,9muoOpBgraI4xtP0ZhZACA,Sun,15:00,1
2411185,r5qUfdiSL2_hHfdqXBJAMA,Sat,19:00,4
2411242,xStWlT67YUdrdhfrNP0eQQ,Wed,18:00,2
2411435,X5oaz9_MVz-1ng83HuI4ZQ,Tue,23:00,5
2411456,1a3Pkkwb7yB_vmxgKwmqXw,Sat,0:00,18
2411534,wNdTKpis6nxehbaZP0XwJg,Wed,18:00,2
2411584,g3xzSAq_IcF1HeB7yd_LBg,Sun,22:00,2
2411637,0SECDod-_lEXcWezbwUxzw,Tue,17:00,1
2411674,V1JEkeAem05hps5ZCmMIgw,Thu,6:00,2
2411763,aRIZPbrHwnM04TTXLYrFMg,Thu,23:00,8
2411828,Wc1TtSuRgHXW8CLR7Rs7TA,Sat,17:00,1
2411924,HVpwpXneaCWMeEBF7H8jpQ,Sun,1:00,1
2412319,EFOQdRak3K15hIuN2Q3Cpg,Wed,23:00,1
2412568,wEisic-u9Yj543iYzfpAhw,Thu,17:00,7
2412629,cugTYtxVL2Q6Kkd8w4xMNw,Wed,18:00,1
2412646,Jrwc8lczFNNXOMolie1amg,Thu,21:00,1
2412659,jE5lfHPvsuNCJijXWaPqTw,Sat,16:00,2
2412837,-jZ1TrvY56HFqmxjbpcU2A,Thu,13:00,5
2413001,ecM2lSLuZhxZKQdGZWMOFg,Mon,19:00,2
2413241,nQNjtPpAHw0A8FZj1hPajQ,Wed,0:00,3
2413272,2C5nGjdzF0zMWvD9iVma0g,Sat,23:00,2
2413274,brIaz5gTzBX6fgJNQZbUCA,Mon,1:00,1
2413288,iIok1p4qnpGAa07xoaXRQA,Sun,5:00,1
2413372,Ie00N1yErrmaOa44x5K8kA,Mon,5:00,1
2413382,QlBh1ACRTx-4ePTgIRPMeQ,Mon,19:00,1
2413450,ITieHQ8UwKq74FnqTKnPOQ,Fri,23:00,2
2413524,i60v66vwf1A13YqcIqGD_A,Mon,14:00,7
2413602,j2TKvVKLMgfJKe_UPtGOVg,Fri,23:00,5
2413645,rdXAuI2fKilcf65W-QoASQ,Mon,20:00,2
2413720,tyo6QzKpnUVTjXoq91FBuQ,Sat,3:00,5
2413834,MSrcYJoM9cNLS9-wfTZX3w,Fri,22:00,3
2413970,UyTYTtyZWym-7u84XMgSOQ,Mon,23:00,7
2413972,naPGOTVEpRZavvn9-sFg8A,Wed,16:00,6
2413984,FMMNajth88mWX76QVp6N9Q,Sat,20:00,3
2414163,keQlXWfz2K7GukqaReVyow,Thu,3:00,1
2414207,cVPUJEJqjSR1oHjl2JPHqg,Sun,18:00,1
2414231,uYoSb2rNi77LMQZ-Nn1Epg,Sat,0:00,2
2414235,7Tp53xZh1ypd2wbudP6Qcw,Sat,1:00,4
2414316,NiBzh0kHusvH5rdnpm7yVw,Sun,21:00,4
2414347,hNpUT1RRuE6rj-QvnZvVqQ,Fri,21:00,1
2414355,kDCmjSgYGn8MbQsnO5UJnA,Fri,19:00,1
2414549,2cetuQgbP1Bnzm-uMRlocQ,Fri,14:00,1
2414631,kPr9rYEkGwbRLgUHvKljQQ,Sun,20:00,16
2414709,HXkuFF_Rtg2g9rwcBdpB-g,Sat,4:00,4
2414965,2qjvYspb3bEmCaw1vmSk0g,Sat,0:00,15
2415031,EWcCj1D3K1NnEgYD_LjgDQ,Fri,15:00,1
2415091,rdXAuI2fKilcf65W-QoASQ,Thu,2:00,2
2415183,OGg60MuC7fTlPaepWqB4bg,Sun,7:00,1
2415355,15LVDu1_v97JEx-g97wnfA,Wed,23:00,4
2415358,STX8NfaW_xP6YZq-wERHYg,Thu,1:00,1
2415405,yPgUkQxj8CYPKF89HV65kg,Wed,22:00,2
2415419,tTjXkqN-XVLIP3Vk9EozJg,Thu,2:00,1
2415423,XnFPzFiLZ8wKWZsmzGjvCQ,Tue,16:00,1
2415575,CfW-088nFNuUF9O7363lwA,Tue,23:00,4
2415586,vzqzoa-plufwTsQUwW_s6Q,Fri,21:00,4
2415671,u6sbx5j-06KmPxUwY_mDqg,Mon,20:00,1
2415680,9urG14qwHtGRpQQUYY2y9A,Fri,13:00,4
2415884,-D9NFU_SZpp5J7VCSsPp1Q,Sat,17:00,2
2415909,_DpnhekFOZDPNBDekWpx4A,Sun,18:00,2
2415973,uSANDilamc1QSiCinFSKYw,Tue,19:00,1
2415999,lUBlgJ-rDDdwpi6d38L2tg,Mon,0:00,1
2416039,n28_5ElTCVkhP-9BTgQGgg,Thu,18:00,1
2416047,k1mNR7eIi-UWVmj_t23Yog,Fri,16:00,2
2416060,k9wv5-0u8q4S75MIaTX6aA,Fri,2:00,3
2416200,aLZTOa5e2ON9mmDQcw6GtQ,Fri,1:00,1
2416455,uoV4aDfXbRmvyHSezdn--w,Thu,16:00,2
2416507,sdfmHavBrOZMMsiBv2sg7g,Sun,19:00,7
2416645,8z4sC_8dsZiiMWjIPYE_iQ,Sat,23:00,2
2416728,jaHKCpllY6Vb_kgQ4DYFkw,Wed,18:00,1
2416747,wsmVIHJEi9J_38dXx2qLKA,Sun,3:00,2
2416771,Wc1TtSuRgHXW8CLR7Rs7TA,Sun,3:00,4
2416794,5paKcA2AAguJgZYBkr-I7A,Mon,20:00,4
2416991,Wcw-xq_c89e4AaRsUtkaLw,Wed,22:00,10
2417085,7q7qaGPUUCqMljdIGwzvFQ,Tue,15:00,1
2417226,VO2WD2hE1jLyNFCja3XlGg,Fri,21:00,1
2417327,Mp-spZbBtbHkzubDSYPs2Q,Fri,18:00,1
2417387,LqEiVAAXdG734Z0YZMrZdg,Sun,9:00,1
2417576,kOUnvmGamiw90BfmthoQGg,Thu,14:00,1
2417634,lUBlgJ-rDDdwpi6d38L2tg,Fri,22:00,1
2417743,VfWX3UCKvUnVktdOuR8TwA,Thu,19:00,4
2417956,jzr6jW5cQ0jpPhEo4kGMBw,Thu,23:00,2
2418141,84WYW7OfV-IXUJk95EL5_Q,Sun,4:00,1
2418265,X4w6_iAqN8ZqZ15a7YWPgw,Thu,22:00,2
2418412,1ru9ZnIcSXKtD-jQoxLzNg,Tue,22:00,2
2418536,2Cmpz9lgr-wfOLAwgUf79g,Fri,3:00,1
2418692,KfaeDC-oPE6GTfBvdF9x7Q,Mon,22:00,10
2418963,7q7qaGPUUCqMljdIGwzvFQ,Tue,18:00,3
2418985,oKYUMYQI7AkjCJdRsKlqtg,Fri,2:00,3
2419432,2cetuQgbP1Bnzm-uMRlocQ,Fri,15:00,1
2419435,0vyh1UE4HH8ayZtXNxIfeQ,Thu,6:00,2
2419534,l6ChWz5fwhkvuEmThuFl5w,Sat,22:00,3
2419854,HlYzk84INQaNslFT-lyBFw,Tue,0:00,1
2419863,p4qvXkb34X8hgidxEZ33Gw,Wed,0:00,25
2419903,QfWFxmXqRGixztgaZN0gOA,Tue,22:00,1
2419951,FhHD0Y_TPysnHOfB8uS6eQ,Sat,4:00,1
2420088,qW3PBsThG4A3bXz4YnPvIw,Wed,10:00,1
2420313,Z8SXv1u_6rKicQy9P7G6fw,Mon,6:00,1
2420635,8iZ5bR_Zl-xQZMDCvNKLgg,Sat,1:00,2
2420707,zjwdU1OdlbKTGjm-IfD4TQ,Thu,3:00,3
2420801,Ev142kLmV_ASI9iAl-KfKA,Thu,19:00,1
2420951,ITieHQ8UwKq74FnqTKnPOQ,Wed,0:00,2
2421003,m9ZzN90XEU36YnoPIFzkmA,Wed,17:00,1
2421138,aYjZc-3aVbPIPaJgGiUK_A,Thu,23:00,3
2421167,q7O9lH4PaBZj3FTIhRYnkQ,Fri,23:00,1
2421183,zjwdU1OdlbKTGjm-IfD4TQ,Tue,22:00,3
2421256,oezMXnkdUQMuMH7RuKaiyw,Tue,13:00,1
2421304,ffUCy7Gd8Gr28oK5mHOjsw,Fri,0:00,1
2421419,naPGOTVEpRZavvn9-sFg8A,Fri,17:00,8
2421596,2C5nGjdzF0zMWvD9iVma0g,Mon,18:00,1
2421674,z9lOfnUorcbWR_xS0DSeHw,Fri,7:00,1
2421700,V_2YX2rW_l5N3UwwifokCQ,Thu,4:00,1
2421768,z9lOfnUorcbWR_xS0DSeHw,Mon,2:00,3
2421792,kVXyz0mYd7NaGuGdM_VMeQ,Mon,22:00,1
2422138,2Cmpz9lgr-wfOLAwgUf79g,Sat,0:00,2
2422159,DpWCY7KPhaL_7jonOTSJyA,Sat,16:00,5
2422304,8iRfD5IizYki0F8QlAlL2g,Sun,0:00,4
2422527,EgtyW19V-64c6PmRuvzSEA,Sat,21:00,31
2422618,c_-0jkr-MkK2EdlbJaXgyw,Fri,16:00,4
2422673,mCtkHCPp7OFZtqO4Fzlp1A,Sat,21:00,2
2422782,uWZKPQs_TVi5qHeL0jIOCw,Tue,21:00,1
2422921,v14P9-vB1yjxFfFEYEWudw,Thu,14:00,30
2422925,lUBlgJ-rDDdwpi6d38L2tg,Fri,19:00,1
2422966,1No65MMinOXLxgEtqpV3vg,Sun,1:00,4
2423028,1GGLx6k4SgM-MykB5TTiJg,Sat,21:00,5
2423236,miiptVrDH-qHT4wmI-Lk8g,Sat,19:00,1
2423260,hNuDWMtu56NLz4L1Ghm0aA,Sat,23:00,3
2423545,DQMaUSbKsRtB5lJD3egqxQ,Thu,0:00,4
2423704,RxacBKbziwvC5afDcZS5zg,Mon,17:00,1
2424268,CqCWN9aBJf8YNJxyel7psg,Sat,23:00,1
2424274,bqNV9FU60H9BVPJ4kWptOA,Mon,18:00,2
2424384,qLYNdv7bgA7OOOKTxu0giA,Sat,21:00,1
2424398,wEisic-u9Yj543iYzfpAhw,Fri,17:00,6
2424485,DpWCY7KPhaL_7jonOTSJyA,Sat,23:00,2
2424581,OON-4BXdjJHdk16zhdN4PQ,Thu,0:00,3
2424807,iFlr0eG_qH-cgXFhji7gbQ,Fri,17:00,7
2424988,FlPAGqTovHc4mEIKJ7Q8Nw,Tue,0:00,7
2425005,NyGlEmuYcpZSKfk6IwJeSw,Fri,21:00,1
2425090,EOlHhLgp32dCdSlsMpiG6A,Sat,1:00,1
2425098,dk5D2jHEK7IoXEFf6zvQfg,Thu,15:00,4
2425124,XSpEeRqe1CeIBrDoC-wEzg,Sun,15:00,1
2425570,RG2IGb4LwbxUwCW3iooYDA,Wed,0:00,5
2425746,YXd7yVn-dvbPTYAgQ0V0LQ,Wed,20:00,1
2425856,zjkZ0apVnRKpF_vSyGNkQA,Wed,23:00,1
2425892,keQlXWfz2K7GukqaReVyow,Sat,0:00,9
2426228,U5pW5iuYdB_8NxEopCnpqQ,Sun,17:00,1
2426332,gv47gtyCkw_8OyexHrqdDA,Sun,5:00,3
2426349,U7Ag9oPTjWinwcnGH20tcg,Wed,11:00,1
2426402,5paKcA2AAguJgZYBkr-I7A,Sat,14:00,5
2426425,VGKq16vCdPPHMoryy6XTHg,Thu,1:00,8
2426553,6pG7n8Rx_7ZXeQQk690Nsw,Thu,1:00,2
2426612,6A9paRG2PVEfgGMXBrYdZA,Sat,1:00,6
2426707,oSrTdvRGrJ24ofcquIFoPA,Fri,22:00,11
2426790,mtjvQctnZEB-c__x5LXCvA,Thu,21:00,1
2426946,EP0mnDzQiA_sRTRlYBs4hg,Sat,17:00,2
2427047,QJOr35t_jz9OPQ6IczMGJA,Sun,17:00,3
2427164,dTtMrvC0UoDV-3-8diJYLw,Fri,17:00,2
2427243,AVsiojwcq3X6lSIQkpp8SQ,Fri,5:00,2
2427316,15LVDu1_v97JEx-g97wnfA,Sat,13:00,1
2427405,OBLv8e0RvwqBl0Gkoj-bDA,Fri,18:00,1
2427475,KB25wVbL7Lk22tN72DR0ww,Thu,21:00,1
2427531,bt0ZUJWmAJhjYmfPCzgRmQ,Fri,0:00,1
2427744,UyTYTtyZWym-7u84XMgSOQ,Fri,18:00,1
2427774,5iVy1KRxAHo6ZG6U9B6DLg,Sat,20:00,2
2427909,RGCiOM52mBI6_Wyfx2xO6A,Wed,20:00,2
2428377,V80NaT5ZnfuA31yW3Y5Pdg,Sat,15:00,1
2428428,dsvLqlcYaD0QbVGjVKm-lg,Tue,17:00,1
2428441,XFuNeVTGWZ-UOYO58NNmKg,Thu,0:00,1
2428534,keQlXWfz2K7GukqaReVyow,Fri,15:00,1
2428893,x7WmDyWVYUy4sPfT69nk5w,Thu,5:00,4
2428903,YpsMG1_Vf-rEVjl42Nw8hg,Tue,6:00,1
2429021,-5DifC-lAFioAD_DLVgTMQ,Sat,14:00,1
2429052,lbFkq0Ac2nXeeWBCJ0jZRA,Sat,21:00,1
2429074,hOxNKZJ8wWg8Q165U7CCqg,Mon,2:00,4
2429080,wNdTKpis6nxehbaZP0XwJg,Fri,1:00,5
2429127,b_PiGpk0PZyBpckb1TFITg,Sun,18:00,1
2429293,HXkuFF_Rtg2g9rwcBdpB-g,Wed,4:00,1
2429503,O615O_US381DcvkxwuEz7A,Mon,0:00,1
2429548,Vbkb2shDxUE8H3PzrFnypA,Mon,21:00,4
2429582,aRIZPbrHwnM04TTXLYrFMg,Fri,0:00,17
2429720,r5qUfdiSL2_hHfdqXBJAMA,Thu,17:00,3
2429753,RmwfJrR4__hd5Scae5qsTw,Wed,1:00,6
2429786,zERyZLsAyB47bMZlfUV-SQ,Sat,18:00,3
2429894,4qiD9hcUiY4AfCBBqpMYeQ,Wed,19:00,1
2429989,kUtQT0IgfJaBE-5uP0r4sQ,Sat,4:00,9
2430022,v3AS5LGeV2Si4nOHZ7lgxQ,Wed,4:00,1
2430263,ozAb1TjLJqRH_3pb8TaPTw,Fri,17:00,2
2430343,PLiVD2blqBDRzAAd1_RxxQ,Thu,22:00,9
2430381,paNjgpMDRhNzBj6xzhHPVQ,Mon,17:00,4
2430416,Vbkb2shDxUE8H3PzrFnypA,Sat,17:00,16
2430552,-rLP6lfoQmOO_5Pf2bTkqg,Wed,19:00,3
2430628,O2ZnBnTqw6Xi95ogL0hBEg,Wed,20:00,1
2430677,JrNMDwyiOGruhvf4coLn2A,Thu,20:00,1
2430690,LZ_R2OLgZQSQMMzlp8uUOA,Sat,14:00,1
2430809,mzq_UgBRWsxTjb7oBNajWA,Wed,6:00,1
2430830,k1mNR7eIi-UWVmj_t23Yog,Sun,20:00,1
2431048,JE3SRhAGqZrAzs0gMm5cIA,Mon,17:00,1
2431654,KB25wVbL7Lk22tN72DR0ww,Wed,20:00,1
2432053,FhHD0Y_TPysnHOfB8uS6eQ,Fri,22:00,3
2432123,o_nzVUVvwBYl3itDdzMddw,Wed,23:00,1
2432256,Eydky7VulZijOJ37yl8IGQ,Sat,23:00,1
2432373,Car4D_KYnNNSxH9NPwcGAw,Sun,16:00,4
2432419,XxnQKE9jTD0bTE3LZ5NOtQ,Thu,0:00,10
2432422,BuS11AF9XSHEShscxQEzeg,Thu,2:00,1
2432431,2vzUzl31fFLHKhM6px-rbg,Sat,22:00,2
2432526,AQpa7zmLctO7b9mdFU-_Og,Fri,0:00,1
2432546,h9ELiqDfwNktCvLEu1DDNg,Sat,1:00,8
2432733,1k3toqehw9_rOdLjsoZh-Q,Sat,0:00,1
2432759,MLwVTDhM2DOESvKGcfKCsg,Thu,17:00,1
2432787,IsADZMYEJKXTtPfN9YsiBA,Fri,22:00,1
2432852,cVPUJEJqjSR1oHjl2JPHqg,Wed,18:00,1
2433030,YXd7yVn-dvbPTYAgQ0V0LQ,Sat,15:00,3
2433120,sXYkjcuGhtaYP8yeQPaHgA,Fri,22:00,7
2433173,kz5UANVmPxpllcoLnZBNhg,Sun,17:00,16
2433238,G099MT9cwtwgdsR71JLp6w,Thu,0:00,14
2433258,yxj0P4O-ydn2KTzOut86QA,Sat,20:00,1
2433387,pTvL6Upfp91J1ryrCZpzgg,Tue,15:00,1
2433394,6MkQ454ElyTcMrMLU3qm3g,Fri,23:00,1
2433546,EGgsujG0ycRAnMqMYvylUg,Sat,13:00,2
2433656,R6QCy5sVlySKgqvHb-HhTg,Tue,21:00,3
2433694,VRTrhsYKSJo1kGX5RqBlFA,Sat,1:00,4
2434134,OHlWeG019fqPbvYO5ZDEqg,Sat,0:00,2
2434158,7Tp53xZh1ypd2wbudP6Qcw,Thu,16:00,1
2434202,jM6YI5V4fYM7OCA1BLKwqw,Fri,4:00,1
2434240,_VG3IAIbXdends4ATxlEiA,Wed,18:00,1
2434427,o-D37YVIe0-ravg2HBG8Jw,Sat,2:00,2
2434600,aVBFKYoF0AHuusNssaQpJA,Mon,19:00,8
2434604,O75Lh99ZO6HCIqVVR-p9wg,Sat,19:00,2
2434676,YXe8DxId7IpkW-bUCdfGIg,Sat,19:00,1
2434816,2hGAmn6CJKT-Q1deaEBtGw,Thu,22:00,2
2434871,ibVJ52iBKcheyLNOPGU8jg,Thu,19:00,4
2435233,gyDTYm_NDWXEHBPGnL-oRQ,Sat,23:00,5
2435433,ppyUsjr_baAojLKyAAO1uw,Mon,17:00,4
2435562,9w_saPQbfOaqrKe5lJQ74A,Sat,20:00,1
2435576,xd94CG9wqwLQvPsrSC1l9A,Mon,23:00,4
2435729,RMEzxhYfpnEsWlfozit_xw,Wed,0:00,6
2435831,sUGlSS0AF2xPYFEjvKJbSA,Tue,23:00,2
2435856,VO2WD2hE1jLyNFCja3XlGg,Sat,17:00,6
2436096,vR5Hppx__U_VXObK8VPLOw,Thu,18:00,1
2436115,f-Nk4rNCmJhYom1_6RdWqg,Sat,4:00,1
2436207,hoqk5SFvERVDJVXUaFLpLQ,Fri,15:00,1
2436229,b_PiGpk0PZyBpckb1TFITg,Sat,16:00,3
2436304,rck304cyCwAxQbUAOuuMwg,Mon,1:00,1
2436362,s-2MJj4o8SGOKGcNjmfx6g,Tue,13:00,2
